nama	hospital	address	keyword	keyword1	keyword2	keyword3	keyword4	keyword5	keyword6	keyword7	keyword8	keyword9	keyword10	keyword11	keyword12
Kota Cirebon	RS Umum Putera Bahagia	Jl. Ciremai Raya No 114 Perumnas Cirebon	RS Umum Putera Bahagia Kota Cirebon	RS	Umum	Putera	Bahagia	Kota	Cirebon						
Langkat	RS Umum Putri Bidadari	Stabat Tanjung Pura KM 45	RS Umum Putri Bidadari Langkat	RS	Umum	Putri	Bidadari	Langkat							
Batang	RS Umum Qim	Jl. Urip Sumoharjo, Sambong	RS Umum Qim Batang	RS	Umum	Qim	Batang								
Sleman	RS Umum Queen Latifa	Jl Ring Road Barat - Mlangi - Nogotirto - Sleman	RS Umum Queen Latifa Sleman	RS	Umum	Queen	Latifa	Sleman							
Kulon Progo	RS Umum Queen Latifa	Jl Raya Yogya Wates KM. 21 Sukoreno Sentolo	RS Umum Queen Latifa Kulon Progo	RS	Umum	Queen	Latifa	Kulon	Progo						
Bantul	RS Umum Rachma Husada	Jl Parantritis Km.16 Gerselo Patalan Jetis Bantul	RS Umum Rachma Husada Bantul	RS	Umum	Rachma	Husada	Bantul							
Cilacap	RS Umum Raffa Majenang	Jl. Bhayangkara No. 69 Kecamatan Majenang	RS Umum Raffa Majenang Cilacap	RS	Umum	Raffa	Majenang	Cilacap							
Sidoarjo	RS Umum Rahman Rahim	Jl. Raya Saimbang No. 277 RT. 10 RW. 03 Desa Kebonagung Kecamatan Sukodono	RS Umum Rahman Rahim Sidoarjo	RS	Umum	Rahman	Rahim	Sidoarjo							
Purwakarta	RS Umum Rama Hadi	Kp. Cimaung RT 17/04 Desa Ciwangi Kec. Bungursari Kab. Purwakarta	RS Umum Rama Hadi Purwakarta	RS	Umum	Rama	Hadi	Purwakarta							
Kota Kediri	RS Umum Ratih	Jl. Penanggungan No.32, Kota Kediri	RS Umum Ratih Kota Kediri	RS	Umum	Ratih	Kota	Kediri							
Kota Binjai	RS Umum Ratu Mas	Jl Tengku Amir Hamzah No 281A	RS Umum Ratu Mas Kota Binjai	RS	Umum	Ratu	Mas	Kota	Binjai						
Kota Bekasi	RS Umum Rawa Lumbu	Jl. Dasa Darma 20-23 Bekasi	RS Umum Rawa Lumbu Kota Bekasi	RS	Umum	Rawa	Lumbu	Kota	Bekasi						
Bekasi	RS Umum Ridhoka Salma	Jl. Raya Imam Bonjol No 7 Cikarang Barat	RS Umum Ridhoka Salma Bekasi	RS	Umum	Ridhoka	Salma	Bekasi							
Kota Jambi	RS Umum Rimbo Medika	Jl, Kap. Pattimura RT. 02 No. 58 Jambi kelurahan kenali besar,kec alam barajo	RS Umum Rimbo Medika Kota Jambi	RS	Umum	Rimbo	Medika	Kota	Jambi						
Kulon Progo	RS Umum Rizki Amalia	Jl Wates-Purworejo Km.10, Kalidengen, Temon, KP	RS Umum Rizki Amalia Kulon Progo	RS	Umum	Rizki	Amalia	Kulon	Progo						
Kulon Progo	RS Umum Rizki Amalia Medika	Jl raya Brosot - Wates Km.5 Jogahan Bumirejo Lendah Kulon Progo	RS Umum Rizki Amalia Medika Kulon Progo	RS	Umum	Rizki	Amalia	Medika	Kulon	Progo					
Sragen	RS Umum Rizky Amalia	Jl. Ahmad Yani No. 100 Cantel Wetan, Sragen Tengah, Sragen	RS Umum Rizky Amalia Sragen	RS	Umum	Rizky	Amalia	Sragen							
Kota Semarang	RS Umum Roemani Muhammadiyah	Jl. Wonodri No. 22,Semarang	RS Umum Roemani Muhammadiyah Kota Semarang	RS	Umum	Roemani	Muhammadiyah	Kota	Semarang						
Kota Medan	RS Umum Royal Prima	Jl Ayahanda No 68A Medan	RS Umum Royal Prima Kota Medan	RS	Umum	Royal	Prima	Kota	Medan						
Kota Medan	RS Umum Royal Prima Marelan	Jl. Marelan Pasar 3 No. 187 Kel. Rengas Pulau Kec. Medan Marelan 20255 Sumut	RS Umum Royal Prima Marelan Kota Medan	RS	Umum	Royal	Prima	Marelan	Kota	Medan					
Kota Jakarta Barat	RS Umum Royal Taruma	Jl. Daan Mogot No.34,Jakarta Barat	RS Umum Royal Taruma Kota Jakarta Barat	RS	Umum	Royal	Taruma	Kota	Jakarta	Barat					
Bogor	RS Umum Rumah Sehat Terpadu Dompet Dhuafa	Jl. Raya Parung KM 42 Bogor	RS Umum Rumah Sehat Terpadu Dompet Dhuafa Bogor	RS	Umum	Rumah	Sehat	Terpadu	Dompet	Dhuafa	Bogor				
Sleman	RS Umum Sakina Idaman	Jl Nyi Tjondroloekito No. 60, Sinduadi, Mlati, Sleman	RS Umum Sakina Idaman Sleman	RS	Umum	Sakina	Idaman	Sleman							
Kota Bogor	RS Umum Salak	Jl. Jend Sudirman No. 8 Kota Bogor	RS Umum Salak Kota Bogor	RS	Umum	Salak	Kota	Bogor							
Kota Pekanbaru	RS Umum Sansani	Jl Soekarno Hatta Atas Pekan Baru	RS Umum Sansani Kota Pekanbaru	RS	Umum	Sansani	Kota	Pekanbaru							
Kota Madiun	RS Umum Santa Clara	Jl. Biliton No. 15 Kel.Madiun Lor, Kec.Mangunharjo, Kota Madiun	RS Umum Santa Clara Kota Madiun	RS	Umum	Santa	Clara	Kota	Madiun						
Bantul	RS Umum Santa Elisabeth	Ganjuran Sumbermulyo Bambanglipuro	RS Umum Santa Elisabeth Bantul	RS	Umum	Santa	Elisabeth	Bantul							
Kota Medan	RS Umum Santa Elisabeth Medan	Jl Haji Misbah No.7,Medan	RS Umum Santa Elisabeth Medan Kota Medan	RS	Umum	Santa	Elisabeth	Medan	Kota	Medan					
Pemalang	RS Umum Santa Maria Pemalang	Jl. Pemuda No. 24 Pemalang	RS Umum Santa Maria Pemalang Pemalang	RS	Umum	Santa	Maria	Pemalang	Pemalang						
Kota Jambi	RS Umum Santa Theresia	Jl. Dr. Sutomo No.19 Jambi	RS Umum Santa Theresia Kota Jambi	RS	Umum	Santa	Theresia	Kota	Jambi						
Ogan Komering Ulu	RS Umum Santo Antonio Baturaja	Jl. Garuda No.3 KM.3 Desa Tanjung Baru, Kec. Baturaja Timur	RS Umum Santo Antonio Baturaja Ogan Komering Ulu	RS	Umum	Santo	Antonio	Baturaja	Ogan	Komering	Ulu				
Kota Bandung	RS Umum Santo Borromeus	Jl. Ir. H. Juanda No.100 Kota Bandung	RS Umum Santo Borromeus Kota Bandung	RS	Umum	Santo	Borromeus	Kota	Bandung						
Kota Singkawang	RS Umum Santo Vincentius Singkawang	Jl. P. Diponegoro 5 Singkawang	RS Umum Santo Vincentius Singkawang Kota Singkawang	RS	Umum	Santo	Vincentius	Singkawang	Kota	Singkawang					
Kota Bandung	RS Umum Santo Yusup	Jl. Cikutra No. 7 Kota Bandung	RS Umum Santo Yusup Kota Bandung	RS	Umum	Santo	Yusup	Kota	Bandung						
Kota Bandung	RS Umum Santosa Hospital Bandung Central	Jl. Kebon Jati No.38,Bandung	RS Umum Santosa Hospital Bandung Central Kota Bandung	RS	Umum	Santosa	Hospital	Bandung	Central	Kota	Bandung				
Kota Bandung	RS Umum Santosa Hospital Bandung Kopo	Jl. K.H. Wahid Hasyim (Kopo) No. 461-463 Bandung	RS Umum Santosa Hospital Bandung Kopo Kota Bandung	RS	Umum	Santosa	Hospital	Bandung	Kopo	Kota	Bandung				
Kota Medan	RS Umum Sarah	Jl Baja Raya No.10 - Medan	RS Umum Sarah Kota Medan	RS	Umum	Sarah	Kota	Medan							
Karawang	RS Umum Saraswati	Jl. Jend. Ahmad Yani No.27, Cikampek, Kab. Karawang	RS Umum Saraswati Karawang	RS	Umum	Saraswati	Karawang								
Kota Banjarmasin	RS Umum Sari Mulia	Jl. Pangeran Antasari No 139 Banjarmasin	RS Umum Sari Mulia Kota Banjarmasin	RS	Umum	Sari	Mulia	Kota	Banjarmasin						
Deli Serdang	RS Umum Sari Mutiara Lubuk Pakam	Jl Medan No.17,Lubuk Pakam	RS Umum Sari Mutiara Lubuk Pakam Deli Serdang	RS	Umum	Sari	Mutiara	Lubuk	Pakam	Deli	Serdang				
Sragen	RS Umum Sarila Husada	Jl. Veteran No. 41-43,Sragen	RS Umum Sarila Husada Sragen	RS	Umum	Sarila	Husada	Sragen							
Kota Bekasi	RS Umum Satria Medika	Jl. Raya Bantar Gebang Setu No 119 Kel Padurenan Kec Mustika Jaya	RS Umum Satria Medika Kota Bekasi	RS	Umum	Satria	Medika	Kota	Bekasi						
Kota Jakarta Utara	RS Umum Satya Negara	Jl. Agung Utara Raya No. 1 Jakut	RS Umum Satya Negara Kota Jakarta Utara	RS	Umum	Satya	Negara	Kota	Jakarta	Utara					
Pati	RS Umum Sebening Kasih	Jl. Raya Tayu - Pati Km. 3 No. 99A Pakis Tayu Pati	RS Umum Sebening Kasih Pati	RS	Umum	Sebening	Kasih	Pati							
Asahan	RS Umum Sei Dadap	Jl. Protokol Sei Dadap-Sumut	RS Umum Sei Dadap Asahan	RS	Umum	Sei	Dadap	Asahan							
Kota Salatiga	RS Umum Sejahtera Bhakti	Jl.Damar 136 Kv. Magersari Tegalrejo	RS Umum Sejahtera Bhakti Kota Salatiga	RS	Umum	Sejahtera	Bhakti	Kota	Salatiga						
Kuningan	RS Umum Sekar Kamulyan	Jl. Rumah Sakit No. 28 Kec. Cigugur Kab. Kuningan	RS Umum Sekar Kamulyan Kuningan	RS	Umum	Sekar	Kamulyan	Kuningan							
Tabanan	RS Umum Semara Ratih	Banjar Luwus, Desa Luwus, Kecamatan Baturiti	RS Umum Semara Ratih Tabanan	RS	Umum	Semara	Ratih	Tabanan							
Deli Serdang	RS Umum Sembiring Deli Tua	Jl. Besar No.77, Deli Tua	RS Umum Sembiring Deli Tua Deli Serdang	RS	Umum	Sembiring	Deli	Tua	Deli	Serdang					
Kota Padang	RS Umum Semen Padang Hospital	Jl. By Pass KM 7 Kelurahan Pisang Kecamatan Pauh	RS Umum Semen Padang Hospital Kota Padang	RS	Umum	Semen	Padang	Hospital	Kota	Padang					
Kota Depok	RS Umum Sentra Medika	Jl. Raya Bogor KM. 33 Cisalak, Sukmajaya, Depok	RS Umum Sentra Medika Kota Depok	RS	Umum	Sentra	Medika	Kota	Depok						
Bekasi	RS Umum Sentra Medika	Jl. Raya Industri Pasirgombong Cikarang	RS Umum Sentra Medika Bekasi	RS	Umum	Sentra	Medika	Bekasi							
Bogor	RS Umum Sentra Medika Cibinong	Jl. Mayor Oking Jaya Atmaja No.9 Bogor	RS Umum Sentra Medika Cibinong Bogor	RS	Umum	Sentra	Medika	Cibinong	Bogor						
Asahan	RS Umum Setio Husodo	Jl SM. Raja No.67 Kisaran	RS Umum Setio Husodo Asahan	RS	Umum	Setio	Husodo	Asahan							
Wonosobo	RS Umum Setjonegoro Wonosobo	Jl. Setjonegoro No.1,Wonosobo	RS Umum Setjonegoro Wonosobo Wonosobo	RS	Umum	Setjonegoro	Wonosobo	Wonosobo							
Banyumas	RS Umum Siaga Medika Banyumas	Jl. Pramuka No. 55 Banyumas	RS Umum Siaga Medika Banyumas Banyumas	RS	Umum	Siaga	Medika	Banyumas	Banyumas						
Pemalang	RS Umum Siaga Medika Pemalang	Jl. Perintis Kemerdekaan No. 1	RS Umum Siaga Medika Pemalang Pemalang	RS	Umum	Siaga	Medika	Pemalang	Pemalang						
Purbalingga	RS Umum Siaga Medika Purbalingga	Jl. Letnan Sudani Karangsentul Kecamatan Padamara Kabupaten Purbalingga	RS Umum Siaga Medika Purbalingga Purbalingga	RS	Umum	Siaga	Medika	Purbalingga	Purbalingga						
Bekasi	RS Umum Siloam	Jl. MH Thamrin Kav.105 Bekasi	RS Umum Siloam Bekasi	RS	Umum	Siloam	Bekasi								
Kota Jakarta Selatan	RS Umum Siloam Asri	Jl. Duren tiga raya No.20, Duren Tiga, Pancoran	RS Umum Siloam Asri Kota Jakarta Selatan	RS	Umum	Siloam	Asri	Kota	Jakarta	Selatan					
Badung	RS Umum Siloam Bali	Jl. Sunset Road No. 818 Kel. Kuta, Kec Kuta	RS Umum Siloam Bali Badung	RS	Umum	Siloam	Bali	Badung							
Kota Bogor	RS Umum Siloam Hospitals Bogor	Jl. Pajajaran No. 27 Bogor Tengah, Kota Bogor	RS Umum Siloam Hospitals Bogor Kota Bogor	RS	Umum	Siloam	Hospitals	Bogor	Kota	Bogor					
Kota Jakarta Barat	RS Umum Siloam Hospitals Kebon Jeruk	Jl. Perjuangan Raya Kav.8 Jakarta Barat	RS Umum Siloam Hospitals Kebon Jeruk Kota Jakarta Barat	RS	Umum	Siloam	Hospitals	Kebon	Jeruk	Kota	Jakarta	Barat			
Kota Surabaya	RS Umum Siloam Hospitals Surabaya	Jl. Gubeng Raya 70 Surabaya	RS Umum Siloam Hospitals Surabaya Kota Surabaya	RS	Umum	Siloam	Hospitals	Surabaya	Kota	Surabaya					
Kota Jakarta Selatan	RS Umum Siloam Mampang	Jl. Mampang Prapatan Raya No. 12	RS Umum Siloam Mampang Kota Jakarta Selatan	RS	Umum	Siloam	Mampang	Kota	Jakarta	Selatan					
Purwakarta	RS Umum Siloam Purwakarta	Jl. Bungursari No.1, Purwakarta	RS Umum Siloam Purwakarta Purwakarta	RS	Umum	Siloam	Purwakarta	Purwakarta							
Banyumas	RS Umum Sinar Kasih	Jl. Martadireja II Purwokerto	RS Umum Sinar Kasih Banyumas	RS	Umum	Sinar	Kasih	Banyumas							
Kota Jakarta Pusat	RS Umum Sint Carolus	Jl. Salemba Raya No.41 Jakarta Pusat	RS Umum Sint Carolus Kota Jakarta Pusat	RS	Umum	Sint	Carolus	Kota	Jakarta	Pusat					
Brebes	RS Umum Siti Asiyah	Jl. Pasar Wage, Bumiayu, Brebes	RS Umum Siti Asiyah Brebes	RS	Umum	Siti	Asiyah	Brebes							
Kota Medan	RS Umum Siti Hajar	Jl Letjend Jamin Ginting No.2, Medan	RS Umum Siti Hajar Kota Medan	RS	Umum	Siti	Hajar	Kota	Medan						
Sidoarjo	RS Umum Siti Khodijah Muhammadiyah Cabang Sepanjan	Jl. Pahlawan No .260 Sepanjang Sidoarjo	RS Umum Siti Khodijah Muhammadiyah Cabang Sepanjan Sidoarjo	RS	Umum	Siti	Khodijah	Muhammadiyah	Cabang	Sepanjan	Sidoarjo				
Timor Tengah Selatan	RS Umum Soe	Jl. Boegenville No.7 Soe - Timor Tengah Selatan	RS Umum Soe Timor Tengah Selatan	RS	Umum	Soe	Timor	Tengah	Selatan						
Kota Tebing Tinggi	RS Umum Sri Pamela	Jl Jend Sudirman No. 299	RS Umum Sri Pamela Kota Tebing Tinggi	RS	Umum	Sri	Pamela	Kota	Tebing	Tinggi					
Labuhan Batu Selatan	RS Umum Sri Torgamba	Jln. Lintas Sumatera - Riau KM. 380	RS Umum Sri Torgamba Labuhan Batu Selatan	RS	Umum	Sri	Torgamba	Labuhan	Batu	Selatan					
Kota Pontianak	RS Umum St. Antonius Pontianak	Jl. KH. Wahid Hasyim No. 249 Pontianak	RS Umum St. Antonius Pontianak Kota Pontianak	RS	Umum	St.	Antonius	Pontianak	Kota	Pontianak					
Kota Bekasi	RS Umum St. Elisabeth	Jl. Raya Narogong 202 KM.5,Kemang Pratama,Kel. BojongRawa Lumbu, Kec. Rawa Lumbu, Kota Bekasi.	RS Umum St. Elisabeth Kota Bekasi	RS	Umum	St.	Elisabeth	Kota	Bekasi						
Kota Semarang	RS Umum St. Elisabeth Semarang	Jl. Kawi No.1,Semarang	RS Umum St. Elisabeth Semarang Kota Semarang	RS	Umum	St.	Elisabeth	Semarang	Kota	Semarang					
Kota Palopo	RS Umum St. Madyang	JL. Andi Kambo NO.87	RS Umum St. Madyang Kota Palopo	RS	Umum	St.	Madyang	Kota	Palopo						
Kulon Progo	RS Umum St. Yusup Boro	Boro Banjarasri Kalibawang Kulon Progo	RS Umum St. Yusup Boro Kulon Progo	RS	Umum	St.	Yusup	Boro	Kulon	Progo					
Kota Banjarmasin	RS Umum Suaka Insan	Jl. H. Zafri Zamzam 60 Banjarmasin	RS Umum Suaka Insan Kota Banjarmasin	RS	Umum	Suaka	Insan	Kota	Banjarmasin						
Kota Medan	RS Umum Sufina Azis	Jl Karya Baru No.1,Medan	RS Umum Sufina Azis Kota Medan	RS	Umum	Sufina	Azis	Kota	Medan						
Kota Jakarta Utara	RS Umum Sukmul	Jl. Tawes No.18-20 Jakarta Utara	RS Umum Sukmul Kota Jakarta Utara	RS	Umum	Sukmul	Kota	Jakarta	Utara						
Kota Semarang	RS Umum Sultan Agung Semarang	Jl. Raya Kaligawe Km.4,Semarang	RS Umum Sultan Agung Semarang Kota Semarang	RS	Umum	Sultan	Agung	Semarang	Kota	Semarang					
Jepara	RS Umum Sultan Hadlirin Jepara	Jl. Jepara-Bangsri KM.3, Kuwasen, Jepara	RS Umum Sultan Hadlirin Jepara Jepara	RS	Umum	Sultan	Hadlirin	Jepara	Jepara						
Sumbawa	RS Umum Sumbawa Besar	Jl. Garuda No. 5 Sumbawa Besar	RS Umum Sumbawa Besar Sumbawa	RS	Umum	Sumbawa	Besar	Sumbawa							
Cirebon	RS Umum Sumber Hurip	Jl. Raden Dewi Sartika No 15 Kel. Tukmudal Kec. Sumber Kab. Cirebon	RS Umum Sumber Hurip Cirebon	RS	Umum	Sumber	Hurip	Cirebon							
Kota Cirebon	RS Umum Sumber Kasih	Jl. Siliwangi No.135 Cirebon	RS Umum Sumber Kasih Kota Cirebon	RS	Umum	Sumber	Kasih	Kota	Cirebon						
Cirebon	RS Umum Sumber Waras	Jl. Urip Sumoharjo No.5 Ciwaringin, Kab. Cirebon	RS Umum Sumber Waras Cirebon	RS	Umum	Sumber	Waras	Cirebon							
Kota Jakarta Barat	RS Umum Sumber Waras	Jl. Kiyai Tapa No.1 Grogol Jakbar	RS Umum Sumber Waras Kota Jakarta Barat	RS	Umum	Sumber	Waras	Kota	Jakarta	Barat					
Mojokerto	RS Umum Sumberglagah Mojokerto	Dsn. Sumberglagah Ds. Tanjungkenongo Kec. Pacet Mojokerto	RS Umum Sumberglagah Mojokerto Mojokerto	RS	Umum	Sumberglagah	Mojokerto	Mojokerto							
Pringsewu	RS Umum Surya Asih	Jl. A. Yani No.51, Pringsewu	RS Umum Surya Asih Pringsewu	RS	Umum	Surya	Asih	Pringsewu							
Kota Denpasar	RS Umum Surya Husada Ubung	Jl. Cokroaminoto No. 356 Denpasar	RS Umum Surya Husada Ubung Kota Denpasar	RS	Umum	Surya	Husada	Ubung	Kota	Denpasar					
Kota Denpasar	RS Umum Surya Husadha	Jl. Pulau Serangan No.7, Denpasar	RS Umum Surya Husadha Kota Denpasar	RS	Umum	Surya	Husadha	Kota	Denpasar						
Badung	RS Umum Surya Husadha Nusa Dua	Jl. Siligita Blok I No 14, Nusa Dua, Kuta Selatan	RS Umum Surya Husadha Nusa Dua Badung	RS	Umum	Surya	Husadha	Nusa	Dua	Badung					
Kota Pekanbaru	RS Umum Syafira	Jl Jenderal Sudirman No.134, Pekanbaru	RS Umum Syafira Kota Pekanbaru	RS	Umum	Syafira	Kota	Pekanbaru							
Kota Binjai	RS Umum Sylvani	Jl Perintis Kemerdekaan No. 21	RS Umum Sylvani Kota Binjai	RS	Umum	Sylvani	Kota	Binjai							
Magelang	RS Umum Syubbanul Wathon	Jl Magelang Kopeng Km. 8 Dusun Nuren Desa Purwosari Kec. Tegalrejo	RS Umum Syubbanul Wathon Magelang	RS	Umum	Syubbanul	Wathon	Magelang							
Kota Blitar	RS Umum Syuhada Haji	Jl. Tanjung No.158 Pakunden Kota Blitar	RS Umum Syuhada Haji Kota Blitar	RS	Umum	Syuhada	Haji	Kota	Blitar						
Bekasi	RS Umum Tarumajaya	Jalan Raya Tarumajaya No. 1B, Pantai Makmur Tarumajaya, Bekasi	RS Umum Tarumajaya Bekasi	RS	Umum	Tarumajaya	Bekasi								
Kota Tasikmalaya	RS Umum Tasik Medika Citratama (TMC)	Jl. H.Z. Mustofa No. 310 Cihideung Kota Tasikmalaya	RS Umum Tasik Medika Citratama (TMC) Kota Tasikmalaya	RS	Umum	Tasik	Medika	Citratama	(TMC)	Kota	Tasikmalaya				
Kota Jakarta Selatan	RS Umum Tebet	Jl. Letjen MT Haryono kav 13 Jakarta Selatan	RS Umum Tebet Kota Jakarta Selatan	RS	Umum	Tebet	Kota	Jakarta	Selatan						
Kota Semarang	RS Umum Telogorejo Semarang	Jl. KH. Ahmad Dahlan Semarang	RS Umum Telogorejo Semarang Kota Semarang	RS	Umum	Telogorejo	Semarang	Kota	Semarang						
Bekasi	RS Umum Tiara	Jl. Raya Babelan No. 73 Desa Kebalen Kec. Babelan Kab. Bekasi	RS Umum Tiara Bekasi	RS	Umum	Tiara	Bekasi								
Kota Pematang Siantar	RS Umum Tiara Kasih Sejati	Jl Menambin No.4, Timbang Galung, Pematangsiantar	RS Umum Tiara Kasih Sejati Kota Pematang Siantar	RS	Umum	Tiara	Kasih	Sejati	Kota	Pematang	Siantar				
Kota Balikpapan	RS Umum Tingkat IV Lanud Balikpapan	Jl. Marsma R. IswahyudiRT 31 Kel. Sepinggan Raya Kec. Balikpapan Selatan	RS Umum Tingkat IV Lanud Balikpapan Kota Balikpapan	RS	Umum	Tingkat	IV	Lanud	Balikpapan	Kota	Balikpapan				
Kota Surakarta	RS Umum Tk IV Slamet Riyadi Surakarta	Jl. Slamet Riyadi 321,Surakarta	RS Umum Tk IV Slamet Riyadi Surakarta Kota Surakarta	RS	Umum	Tk	IV	Slamet	Riyadi	Surakarta	Kota	Surakarta			
Kota Magelang	RS Umum Tk. II Dr. Soedjono	Jl. Urip Sumoharjo 48, Magelang	RS Umum Tk. II Dr. Soedjono Kota Magelang	RS	Umum	Tk.	II	Dr.	Soedjono	Kota	Magelang				
Kota Cimahi	RS Umum Tk. II Dustira	Jl. dr. Dustira No.1 Kel. Baros Kec. Cimahi Tengah	RS Umum Tk. II Dustira Kota Cimahi	RS	Umum	Tk.	II	Dustira	Kota	Cimahi					
Kota Surabaya	RS Umum Tk. III Brawijaya	Jl. Kesatrian No.17 Surabaya	RS Umum Tk. III Brawijaya Kota Surabaya	RS	Umum	Tk.	III	Brawijaya	Kota	Surabaya					
Kota Cirebon	RS Umum Tk. III Ciremai	Jl. Kesambi No. 237 Cirebon	RS Umum Tk. III Ciremai Kota Cirebon	RS	Umum	Tk.	III	Ciremai	Kota	Cirebon					
Banyumas	RS Umum Tk. III Wijayakusuma	Jl. Prof.Dr. HR Bunyamin Purwokerto	RS Umum Tk. III Wijayakusuma Banyumas	RS	Umum	Tk.	III	Wijayakusuma	Banyumas						
Kota Salatiga	RS Umum Tk. IV 04.07.03 dr. Asmir	Jl. Dr Muwardi No. 50 Salatiga	RS Umum Tk. IV 04.07.03 dr. Asmir Kota Salatiga	RS	Umum	Tk.	IV	04.07.03	dr.	Asmir	Kota	Salatiga			
Garut	RS Umum Tk. IV Guntur	Jl. Bratayuda 101 Garut	RS Umum Tk. IV Guntur Garut	RS	Umum	Tk.	IV	Guntur	Garut						
Kota Semarang	RS Umum Tk.III Bhakti Wira Tamtama Smg	Jl. Dr. Sutomo No.17, Semarang	RS Umum Tk.III Bhakti Wira Tamtama Smg Kota Semarang	RS	Umum	Tk.III	Bhakti	Wira	Tamtama	Smg	Kota	Semarang			
Kota Jakarta Selatan	RS Umum Tria Dipa	Jl. Raya Pasar Minggu No.3A,Jaksel	RS Umum Tria Dipa Kota Jakarta Selatan	RS	Umum	Tria	Dipa	Kota	Jakarta	Selatan					
Serdang Bedagai	RS Umum Trianda	Jl Medan - Tebing Tinggi Km.42,5 No.752B Desa Pasar Bengkel, Kecamatan Perbaungan, Kabupaten Serdan	RS Umum Trianda Serdang Bedagai	RS	Umum	Trianda	Serdang	Bedagai							
Kota Surakarta	RS Umum Triharsi	Jl. Monginsidi No.82,Surakarta	RS Umum Triharsi Kota Surakarta	RS	Umum	Triharsi	Kota	Surakarta							
Bogor	RS Umum Trimitra	Jl. Raya Jakarta Bogor Km.43, Cibinong	RS Umum Trimitra Bogor	RS	Umum	Trimitra	Bogor								
Kota Depok	RS Umum Tugu Ibu	Jl. Raya Bogor Km 29 Cimanggis - Depok	RS Umum Tugu Ibu Kota Depok	RS	Umum	Tugu	Ibu	Kota	Depok						
Kota Jakarta Utara	RS Umum Tzu Chi Hospital	Jl. Pantai Indah Kapuk Boulevard. Kel. Kamal Muara Kec. Penjaringan	RS Umum Tzu Chi Hospital Kota Jakarta Utara	RS	Umum	Tzu	Chi	Hospital	Kota	Jakarta	Utara				
Boyolali	RS Umum Umi Barokah	Jl.Prof.DR.Soeharso No.6 Tegal Rejo,Boyolali	RS Umum Umi Barokah Boyolali	RS	Umum	Umi	Barokah	Boyolali							
Kota Bogor	RS Umum Ummi	Jl. Empang II No. 2 Bogor Selatan Kota Bogor	RS Umum Ummi Kota Bogor	RS	Umum	Ummi	Kota	Bogor							
Cirebon	RS Umum Universitas Muhammadiyah Cirebon	Jl. KH. Wahid Hasyim No. 8 Desa Mertapeda Wetan, Kec. Astanajapura	RS Umum Universitas Muhammadiyah Cirebon Cirebon	RS	Umum	Universitas	Muhammadiyah	Cirebon	Cirebon						
Malang	RS Umum Universitas Muhammadiyah Malang	JL. RAYA TLOGOMAS NO 45 MALANG	RS Umum Universitas Muhammadiyah Malang Malang	RS	Umum	Universitas	Muhammadiyah	Malang	Malang						
Kota Pekanbaru	RS Umum Universitas Riau	Kompleks Bina Widya KM 12,5 Simpang Baru, Panam	RS Umum Universitas Riau Kota Pekanbaru	RS	Umum	Universitas	Riau	Kota	Pekanbaru						
Sukoharjo	RS Umum Universitas Sebelas Maret	Jl. Ahmad Yani 200 Makamhaji Kartasura Sukoharjo	RS Umum Universitas Sebelas Maret Sukoharjo	RS	Umum	Universitas	Sebelas	Maret	Sukoharjo						
Kota Medan	RS Umum Universitas Sumatera Utara	Jl Dr. T. Mansur No. 66	RS Umum Universitas Sumatera Utara Kota Medan	RS	Umum	Universitas	Sumatera	Utara	Kota	Medan					
Kota Bandar Lampung	RS Umum Urip Sumoharjo	Jl. Urip Sumoharjo No.200,Bandar Lampung	RS Umum Urip Sumoharjo Kota Bandar Lampung	RS	Umum	Urip	Sumoharjo	Kota	Bandar	Lampung					
Kota Bogor	RS Umum Vania	JL. Siliwangi No. 11, Kel. Sukasari, Kec. Bogor Timur Kota Bogor	RS Umum Vania Kota Bogor	RS	Umum	Vania	Kota	Bogor							
Kota Medan	RS Umum Vina Estetica	Jl Sultan Iskandar Muda No.119	RS Umum Vina Estetica Kota Medan	RS	Umum	Vina	Estetica	Kota	Medan						
Kota Pematang Siantar	RS Umum Vita Insani	Jl. Merdeka No.329, Pematang Siantar	RS Umum Vita Insani Kota Pematang Siantar	RS	Umum	Vita	Insani	Kota	Pematang	Siantar					
Sumba Barat	RS Umum Waikabubak	Jl. Adhyaksa, Km.3, Kel. Diratana, Kec. Loli, Waikabubak	RS Umum Waikabubak Sumba Barat	RS	Umum	Waikabubak	Sumba	Barat							
Malang	RS Umum Wajak Husada	Jl. Raya Kidangbang RT. 16 RW. 05 Desa Kidangbang Kec. Wajak Kab. Malang 65173	RS Umum Wajak Husada Malang	RS	Umum	Wajak	Husada	Malang							
Gresik	RS Umum Wali Songo I	Jl. Raya Balongpanggang - Mojokerto Km 4 Kec. Balongpanggang	RS Umum Wali Songo I Gresik	RS	Umum	Wali	Songo	I	Gresik						
Langkat	RS Umum Wampu Norita	Dusun II Kedondong Barat Desa Jentera Stabat Kecamatan Wampu No.86 Km.46	RS Umum Wampu Norita Langkat	RS	Umum	Wampu	Norita	Langkat							
Gresik	RS Umum Wates Husada	Jl Raya Wates Utara Kec. Balongpanggang Kab. Gresik	RS Umum Wates Husada Gresik	RS	Umum	Wates	Husada	Gresik							
