"","hospital","address","bed_availability","queue","last_update","tlp_number","province","district","scraped_at","bed_type"
"1298","RS Umum Sebening Kasih","Jl. Raya Tayu - Pati Km. 3 No. 99A Pakis Tayu Pati","Tersedia 3 bed kosong IGD","tanpa antrian pasien.","3 jam","02954150645","33","3318",2021-08-15 20:58:57,"COVID-19"
"1299","RS Keluarga Sehat Tayu","Jl. Pati Tayu KM 27 ","Tersedia 6 bed kosong IGD","tanpa antrian pasien.","13 jam","085799882777","33","3318",2021-08-15 20:58:57,"COVID-19"
"1300","RS Umum Daerah Kajen Kab. Pekalongan","Jl. Raya Karangsari Karanganyar Kab. Pekalongan","Tersedia 22 bed kosong IGD","tanpa antrian pasien.","3 jam","081229355569","33","3326",2021-08-15 20:58:59,"COVID-19"
"1301","RS Umum Islam PKU Muhammadiyah Pekajangan","Jl. Raya Ambokembang No.42-44,Pekalongan","Bed IGD Penuh!","tanpa antrian pasien.","55 menit","0285785133","33","3326",2021-08-15 20:58:59,"COVID-19"
"1302","RS Umum Daerah Kraton Kab. Pekalongan","  Jl. Veteran 31,Pekalongan","Bed IGD Penuh!","dengan antrian 2 pasien","8 jam","0285421621","33","3326",2021-08-15 20:58:59,"COVID-19"
"1303","RS Umum  Efarina","Jl Lintas Timur No.1 Pangkalan Kerinci Riau","Tersedia 4 bed kosong IGD","tanpa antrian pasien.","34 jam","0761494500","14","1404",2021-08-15 20:59:00,"COVID-19"
"1304","RS Umum Islam Moga","Jl. Raya Moga-Pulosari km.02 ,Pemalang","Tersedia 2 bed kosong IGD","tanpa antrian pasien.","22 menit","0284583410","33","3327",2021-08-15 20:59:01,"COVID-19"
"1305","RS Umum Comal Baru","Jl. Comal Baru Ujunggede Ampelgading","Tersedia 6 bed kosong IGD","tanpa antrian pasien.","28 menit","02855751111","33","3327",2021-08-15 20:59:01,"COVID-19"
"1306","RS Harapan Sehat Pemalang","Jl. RE Martadinata","Tersedia 22 bed kosong IGD","tanpa antrian pasien.","3 jam","hotline tidak tersedia","33","3327",2021-08-15 20:59:01,"COVID-19"
"1307","RS Umum Islam Al-Ikhlas","Jl. Kolonel Soegiono NO. 13 Taman","Tersedia 1 bed kosong IGD","tanpa antrian pasien.","3 jam","0284325318","33","3327",2021-08-15 20:59:01,"COVID-19"
"1308","RS Umum Muhammadiyah Mardhatillah","Jl. Jend. Sudirman Timur Kecamatan Randudongkal ","Tersedia 4 bed kosong IGD","tanpa antrian pasien.","9 jam","085226427338","33","3327",2021-08-15 20:59:01,"COVID-19"
"1309","RS Umum Santa Maria Pemalang","Jl. Pemuda No. 24 Pemalang","Tersedia 2 bed kosong IGD","tanpa antrian pasien.","11 jam","0284321251","33","3327",2021-08-15 20:59:01,"COVID-19"
"1310","RS Umum Siaga Medika Pemalang ","Jl. Perintis Kemerdekaan No. 1","Tersedia 9 bed kosong IGD","tanpa antrian pasien.","14 jam","0284324777","33","3327",2021-08-15 20:59:01,"COVID-19"
"1311","RS Umum Daerah Dr. M. Ashari Pemalang"," Jl. Gatot Subroto No.41,Pemalang","Bed IGD Penuh!","tanpa antrian pasien.","36 menit","0284321614","33","3327",2021-08-15 20:59:01,"COVID-19"
"1312","RS Umum Prima Medika","Jl. Slamet Riyadi No. 321 Pemalang","Bed IGD Penuh!","tanpa antrian pasien.","4 jam","0284324208","33","3327",2021-08-15 20:59:01,"COVID-19"
"1313","RS Umum Gladish Medical Center","Jln.Ahmad Yani No.36 Taman Sari Kec.Gedong Tataan","Bed IGD Penuh!","tanpa antrian pasien.","36 jam","081373550684","18","1809",2021-08-15 20:59:03,"COVID-19"
"1314","RS Umum Daerah KH. Muhammad Thohir KRUI","Atar Sedangkek Pekon Way Suluh Kec. Krui Selatan Kab. Pesisir Barat","Bed IGD Penuh!","tanpa antrian pasien.","14 jam","082372298787","18","1813",2021-08-15 20:59:03,"COVID-19"
"1315","RS Umum Citra Husada","Jl. Prof. A. Majid Ibrahim Lampeudeu Baroh Tijue","Tersedia 1 bed kosong IGD","tanpa antrian pasien.","35 jam","0823 67050218","11","1109",2021-08-15 20:59:04,"COVID-19"
"1316","RS Umum Daerah Bumi Panua","Jl. dr. Herizal Umar Desa Botubilotahu Kec. Marisa","Tersedia 3 bed kosong IGD","tanpa antrian pasien.","7 jam","082271267564","75","7503",2021-08-15 20:59:05,"COVID-19"
"1317","RS Umum Daerah Polewali","   Jl. Dr Ratulangi No. 50 Polewali","Bed IGD Penuh!","tanpa antrian pasien.","12 jam","082190174111","76","7602",2021-08-15 20:59:06,"COVID-19"
"1318","RS Umum Daerah Dr. Harjono S. Kabupaten Ponorogo","Jl. Raya Ponorogo-Pacitan Kel. Pakunden Kab. Ponorogo","Tersedia 11 bed kosong IGD","tanpa antrian pasien.","24 menit","0352489262","35","3502",2021-08-15 20:59:07,"COVID-19"
"1319","RS Umum Darmayu Ponorogo","Jl. Dr. Sutomo No. 44-50 Ponorogo","Tersedia 2 bed kosong IGD","tanpa antrian pasien.","40 menit","0352481320","35","3502",2021-08-15 20:59:07,"COVID-19"
"1320","RS Umum Aisyiyah Ponorogo","Jl. Dr Sutomo 18 - 24, Ponorogo","Tersedia 2 bed kosong IGD","tanpa antrian pasien.","4 jam","0352461560","35","3502",2021-08-15 20:59:07,"COVID-19"
"1321","RS Umum Muslimat Ponorogo","Jl. Jend. A. Yani 155, Ponorogo","Bed IGD Penuh!","tanpa antrian pasien.","7 jam","0352481986","35","3502",2021-08-15 20:59:07,"COVID-19"
"1322","RS Umum Muhammadiyah Ponorogo","Jl. Diponegoro No. 50 Ponorogo","Bed IGD Penuh!","tanpa antrian pasien.","14 jam","0352485928","35","3502",2021-08-15 20:59:07,"COVID-19"
"1323","RS Umum Daerah Pringsewu","Jl. Lintas Barat Pekon Fajar Agung Barat Kec. Pringsewu","Tersedia 6 bed kosong IGD","tanpa antrian pasien.","11 jam","072923582","18","1810",2021-08-15 20:59:09,"COVID-19"
"1324","RS Umum Surya Asih","Jl. A. Yani No.51, Pringsewu","Tersedia 1 bed kosong IGD","tanpa antrian pasien.","14 jam","085273345287","18","1810",2021-08-15 20:59:09,"COVID-19"
"1325","RS Ibu dan Anak Harapan Bunda","Jl. KH. Dewantara No. 1269 Primgsewu - Lampung","Bed IGD Penuh!","tanpa antrian pasien.","3 jam","072923186","18","1810",2021-08-15 20:59:09,"COVID-19"
"1326","RS Umum Wisma Rini Pringsewu","Jl. Wisma Rini No.1 Pringsewu","Bed IGD Penuh!","tanpa antrian pasien.","9 jam","072921096","18","1810",2021-08-15 20:59:09,"COVID-19"
"1327","RS Umum Mitra Husada","Jl. Jend.A.Yani No.14 Pringsewu,Kab.Pringsewu","Bed IGD Penuh!","tanpa antrian pasien.","10 jam","081279036111","18","1810",2021-08-15 20:59:09,"COVID-19"
"1328","RS Umum  Wonolangan","Jl. Raya Dringu No 118 Desa Kedungdalem Kec. Dringu, Kab. Probolinggo","Tersedia 3 bed kosong IGD","tanpa antrian pasien.","12 jam","0335424007","35","3513",2021-08-15 20:59:09,"COVID-19"
"1329","RS Graha Sehat","Jl. Raya Panglima Sudirman No.2 B Kraksaan","Tersedia 1 bed kosong IGD","tanpa antrian pasien.","12 jam","0335846500","35","3513",2021-08-15 20:59:09,"COVID-19"
"1330","RS Umum Daerah Waluyo Jati Kraksaan","Jl. Dr. Soetomo No. 1 Kec. Kraksaan Kab. Probolinggo","Tersedia 12 bed kosong IGD","tanpa antrian pasien.","37 jam","0335841118","35","3513",2021-08-15 20:59:09,"COVID-19"
"1331","RS Umum Daerah Pulang Pisau","Jl. W.A.D Duha Komplek Perkantoran Kab. Pulang Pisau  Provinsi Kalimantan Tengah","Bed IGD Penuh!","tanpa antrian pasien.","10 jam","085245749601","62","6210",2021-08-15 20:59:10,"COVID-19"
"1332","RS Umum Harapan Ibu","Jl. May.Jend.Soengkono KM.1,Kec. Kalimanah, Purbalingga dan JL. Soekarno Hatta No.02 Kec. Kalimanah ","Tersedia 3 bed kosong IGD","tanpa antrian pasien.","4 jam","0281892222","33","3303",2021-08-15 20:59:13,"COVID-19"
"1333","RS Islam At-Tin Husada","Jl. Mayjen Soengkono No. 9 Purbalingga","Tersedia 11 bed kosong IGD","tanpa antrian pasien.","9 jam","02818903830","33","3303",2021-08-15 20:59:13,"COVID-19"
"1334","RS Umum Siaga Medika Purbalingga ","Jl. Letnan Sudani Karangsentul Kecamatan Padamara Kabupaten Purbalingga","Tersedia 1 bed kosong IGD","tanpa antrian pasien.","12 jam","02816580400","33","3303",2021-08-15 20:59:13,"COVID-19"
"1335","RS Ibu dan Anak Ummu Hani","Jl. D I Panjaitan No 40 A Purbalingga Jawa Tengah","Bed IGD Penuh!","tanpa antrian pasien.","2 menit","0281891373","33","3303",2021-08-15 20:59:13,"COVID-19"
"1336","RS PKU Muhammadiyah Purbalingga","Jl. Kolonel Sugiri Gandasuli Bobotsari","Bed IGD Penuh!","tanpa antrian pasien.","55 menit","0281758808","33","3303",2021-08-15 20:59:13,"COVID-19"
"1337","RS Umum Daerah dr. R. Goeteng Taroenadibrata"," Jl. Tentara Pelajar Purbalingga No. 22","Bed IGD Penuh!","tanpa antrian pasien.","3 jam","0281891016","33","3303",2021-08-15 20:59:13,"COVID-19"
"1338","RS Umum Nirmala","Jl. Letnan Yusup Babakan, Kalimanah Purbalingga","Bed IGD Penuh!","tanpa antrian pasien.","4 jam","0281892844","33","3303",2021-08-15 20:59:13,"COVID-19"
"1339","RS Umum Daerah Panti Nugroho","Jl. Soekarno Hatta KM 2, Karang Manyar, Kalimanah, Purbalingga","Bed IGD Penuh!","dengan antrian 1 pasien","12 jam","02818901558","33","3303",2021-08-15 20:59:13,"COVID-19"
"1340","RS Umum Siloam Purwakarta","Jl. Bungursari No.1, Purwakarta","Tersedia 7 bed kosong IGD","tanpa antrian pasien.","23 menit","02648628911","32","3214",2021-08-15 20:59:13,"COVID-19"
"1341","RS Umum dr. Abdul Radjak","Jl. Raya Bungur Sari No. 36 Purwakarta","Tersedia 27 bed kosong IGD","tanpa antrian pasien.","1 jam","087715167888","32","3214",2021-08-15 20:59:13,"COVID-19"
"1342","RS Umum Rama Hadi","Kp. Cimaung RT 17/04 Desa Ciwangi Kec. Bungursari Kab. Purwakarta","Tersedia 5 bed kosong IGD","tanpa antrian pasien.","2 jam","0264202136","32","3214",2021-08-15 20:59:13,"COVID-19"
"1343","RS Umum Daerah Bayu Asih","Jl. Veteran No. 39 Purwakarta","Tersedia 10 bed kosong IGD","tanpa antrian pasien.","3 jam","0264200100","32","3214",2021-08-15 20:59:13,"COVID-19"
"1344","RS Umum Bhakti Husada II Purwakarta","Jl. Raya Sadang-Subang KM 5 RT 01/01 Cikumpay Campaka Purwakarta","Tersedia 4 bed kosong IGD","tanpa antrian pasien.","9 jam","02648225255","32","3214",2021-08-15 20:59:13,"COVID-19"
"1345","RS Umum Asri Purwakarta","Jl. Veteran No. 15","Tersedia 15 bed kosong IGD","tanpa antrian pasien.","10 jam","0264211680","32","3214",2021-08-15 20:59:13,"COVID-19"
"1346","RS Umum Amira","Jl. Ipik Gandamanah RT 35 / 03 Munjul Jaya Kab. Purwakarta","Tersedia 9 bed kosong IGD","tanpa antrian pasien.","11 jam","02648221191","32","3214",2021-08-15 20:59:13,"COVID-19"
"1347","RS Ibu dan Anak Dian","Jl. Raya Cibogo Hilir Kec. Plered Kab. Purwakarta","Tersedia 1 bed kosong IGD","tanpa antrian pasien.","14 jam","087812653989","32","3214",2021-08-15 20:59:13,"COVID-19"
"1348","RS Ibu dan Anak Bunda Fathia","Jl. Ibrahim Singadilaga No. 95-97 Purwakarta","Bed IGD Penuh!","tanpa antrian pasien.","13 jam","02648309596","32","3214",2021-08-15 20:59:13,"COVID-19"
"1349","RS Umum Karina Medika","JL Baru Kp. Krajan RT 01 RW 01 Kec. Babakancikao Kab. Purwakarta 41151","Bed IGD Penuh!","tanpa antrian pasien.","14 jam","0264 8301768","32","3214",2021-08-15 20:59:13,"COVID-19"
"1350","RS Umum Holistic Purwakarta","Jl. Terusan Kapten Halim KM.09 Salamulya, Pondoksalam, Purwakarta","Bed IGD Penuh!","tanpa antrian pasien.","15 jam","0817225165","32","3214",2021-08-15 20:59:13,"COVID-19"
"1351","RS Umum  Aisyiyah","Jl. Mayjend Soetoyo no 113, Purworejo","Tersedia 3 bed kosong IGD","tanpa antrian pasien.","54 menit","02757530587","33","3306",2021-08-15 20:59:14,"COVID-19"
"1352","RS Umum Panti Waluyo Yakkum Purworejo","Jl. Ahmad Yani No. 21 Purworejo","Tersedia 9 bed kosong IGD","tanpa antrian pasien.","55 menit","0275322094","33","3306",2021-08-15 20:59:14,"COVID-19"
"1353","RS Umum Daerah R.A.A Tjokronegoro","Jl. Soekarno-Hatta No. 12 desa Borokulon Kec. Banyuurip  ","Tersedia 3 bed kosong IGD","tanpa antrian pasien.","56 menit","02752973040","33","3306",2021-08-15 20:59:14,"COVID-19"
"1354","RS Umum Budi Sehat Purworejo","Jl. W.R. Supratman No. 183Cangkrep LorPurworejo","Tersedia 1 bed kosong IGD","tanpa antrian pasien.","3 jam","02753128272","33","3306",2021-08-15 20:59:14,"COVID-19"
"1355","RS Umum Palang Biru Kutoarjo","Jl. Marditomo No.17, Kutoarjo, Kab.Purworejo","Tersedia 1 bed kosong IGD","tanpa antrian pasien.","6 jam","0275641425","33","3306",2021-08-15 20:59:14,"COVID-19"
"1356","RS Amanah Umat Purworejo","Jl. Brigjen Katamso No. 144A Purworejo 54115 ","Tersedia 1 bed kosong IGD","tanpa antrian pasien.","10 jam","0275324211","33","3306",2021-08-15 20:59:14,"COVID-19"
"1357","RS Ibu dan Anak Permata","jl. Mayjend Sutoyo No. 75 Rt 05 Rw 05","Tersedia 1 bed kosong IGD","tanpa antrian pasien.","37 jam","hotline tidak tersedia","33","3306",2021-08-15 20:59:14,"COVID-19"
"1358","RS Umum Ananda Purworejo","Jl. Pahlawan, Sucen Juru Tengah, Bayan Purworejo, ","Bed IGD Penuh!","tanpa antrian pasien.","12 jam","02753128876","33","3306",2021-08-15 20:59:14,"COVID-19"
"1359","RS Umum Daerah Dr. Tjitrowardojo Purworejo","  Jl. Jen Sudirman No.60 Purworejo","Bed IGD Penuh!","tanpa antrian pasien.","13 jam","082225558336","33","3306",2021-08-15 20:59:14,"COVID-19"
"1360","RS Umum Purwa Husada","Jl. Gajah Mada KM. 4 (Jl. Purworejo-Kutoarjo) Candisari, Banyuurip, Purworejo","Bed IGD Penuh!","tanpa antrian pasien.","14 jam","0275321998","33","3306",2021-08-15 20:59:14,"COVID-19"
"1361","RS Ibu dan Anak Kasih Ibu Purworejo","Jln.Mayjend Sutoyo No.19","Bed IGD Penuh!","tanpa antrian pasien.","36 jam","0275321253","33","3306",2021-08-15 20:59:14,"COVID-19"
"1362","RS Umum Daerah Curup","Jl. Dua Jalur Kab. Rejang Lebong","Bed IGD Penuh!","tanpa antrian pasien.","8 jam","082175999247","17","1702",2021-08-15 20:59:15,"COVID-19"
"1363","RS Umum Islam Arafah","Jl. Raya Rembang - Lasem Km.5 Tritunggal, Rembang","Tersedia 2 bed kosong IGD","tanpa antrian pasien.","10 menit","0295531666","33","3317",2021-08-15 20:59:15,"COVID-19"
"1364","RS Bhina Bhakti Husada","Jl. Pemuda KM. 4","Tersedia 2 bed kosong IGD","tanpa antrian pasien.","13 jam","02956980777","33","3317",2021-08-15 20:59:15,"COVID-19"
"1365","RS Umum Daerah dr. R. Soetrasno Rembang"," Jl. Pahlawan No.16,Rembang","Tersedia 5 bed kosong IGD","tanpa antrian pasien.","14 jam","0295691444","33","3317",2021-08-15 20:59:15,"COVID-19"
"1366","RS Umum Daerah  Dr. RM. Pratomo Bagansiapiapi","Jl Pahlawan No.13, Bagansiapiapi","Bed IGD Penuh!","tanpa antrian pasien.","6 jam","hotline tidak tersedia","14","1409",2021-08-15 20:59:16,"COVID-19"
"1367","RS Umum  Cahaya","Jl Lintas Riau Ujung Tanjung, Kec. Tanah Puth RT 024 RW 009","Bed IGD Penuh!","tanpa antrian pasien.","37 jam","081266818300","14","1409",2021-08-15 20:59:16,"COVID-19"
"1368","RS Umum  Surya Insani","Jl Diponegoro KM 4 Pasir Pengaraian","Tersedia 2 bed kosong IGD","tanpa antrian pasien.","36 jam","07627393115","14","1407",2021-08-15 20:59:16,"COVID-19"
"1369","RS Umum  Awal Bros Ujung Batu","Jl. Jenderal Sudirman No. 314","Bed IGD Penuh!","tanpa antrian pasien.","11 jam","082387671093","14","1407",2021-08-15 20:59:16,"COVID-19"
"1370","RS Umum Daerah Rote Ndao Ba'a "," Jl. Ba'a-Busalangga, Kab. Rote Ndao","Bed IGD Penuh!","tanpa antrian pasien.","16 jam","hotline tidak tersedia","53","5314",2021-08-15 20:59:20,"COVID-19"
"1371","RS Umum Daerah Kab. Sampang","Jl. Rajawali No. 10, Sampang","Tersedia 11 bed kosong IGD","tanpa antrian pasien.","10 menit","hotline tidak tersedia","35","3527",2021-08-15 20:59:21,"COVID-19"
"1372","RSD Ketapang","Jl. Raya Ketapang-Sampang","Tersedia 5 bed kosong IGD","tanpa antrian pasien.","36 jam","hotline tidak tersedia","35","3527",2021-08-15 20:59:21,"COVID-19"
"1373","RS Umum Daerah M. Th. Djaman Sanggau","Jl. Jend Sudirman Sanggau","Tersedia 9 bed kosong IGD","tanpa antrian pasien.","6 jam","056421070","61","6105",2021-08-15 20:59:21,"COVID-19"
"1374","RS Umum Daerah Prof. Dr. H.  Chatib Quzwain","Jl. Lintas Sumatera Km.09 Desa Bukit, Sarolangun","Bed IGD Penuh!","tanpa antrian pasien.","34 jam","074591646","15","1503",2021-08-15 20:59:22,"COVID-19"
"1375","RS Umum Daerah Kabupaten Sekadau","Jl. Merdeka Timur KM. 06 Ds. Mungguk Kec. Sekadau Hilir Kab. Sekadau","Tersedia 3 bed kosong IGD","tanpa antrian pasien.","9 jam","085828394779","61","6109",2021-08-15 20:59:22,"COVID-19"
"1376","RS Umum Daerah Tais Kabupaten Seluma","Jl. Raya KM. 64 Selebar Kabupaten Seluma","Bed IGD Penuh!","tanpa antrian pasien.","13 jam","082279231965","17","1705",2021-08-15 20:59:22,"COVID-19"
"1377","RS Umum Ken Saras","Jl. Soekarno Hatta Km 29 Bergas, Ungaran-Kab. Semarang","Tersedia 5 bed kosong IGD","tanpa antrian pasien.","19 menit","0246922188","33","3322",2021-08-15 20:59:23,"COVID-19"
"1378","RS Umum Daerah Ungaran"," Jl. Diponegoro 125,Ungaran","Tersedia 1 bed kosong IGD","tanpa antrian pasien.","33 menit","0246921006","33","3322",2021-08-15 20:59:23,"COVID-19"
"1379","RS Umum Daerah dr. Gunawan Mangunkusumo","  Jl. Kartini No.101, Ambarawa","Tersedia 3 bed kosong IGD","tanpa antrian pasien.","56 menit","0298591020","33","3322",2021-08-15 20:59:23,"COVID-19"
"1380","RS Umum Bina Kasih","Jl. Naryo Atmajan 27 Ambarawa","Tersedia 1 bed kosong IGD","tanpa antrian pasien.","13 jam","0298591280","33","3322",2021-08-15 20:59:23,"COVID-19"
"1381","RS Umum Daerah Bula","Jl. Wailola No.11-12 Bula Kab. Seram BagianTimur","Bed IGD Penuh!","tanpa antrian pasien.","36 jam","hotline tidak tersedia","81","8107",2021-08-15 20:59:24,"COVID-19"
"1382","RS Umum Daerah dr. Drajat Prawiranegara ","  Jl. Rumah Sakit No. 1 Serang","Tersedia 4 bed kosong IGD","tanpa antrian pasien.","9 jam","hotline tidak tersedia","36","3604",2021-08-15 20:59:24,"COVID-19"
"1383","RS Hermina Ciruas","Jl.Raya Serang-Jakarta Km.9 Ds.Ranjeng Rt 01/01 Kec.Ciruas","Tersedia 3 bed kosong IGD","tanpa antrian pasien.","10 jam","02548286262","36","3604",2021-08-15 20:59:24,"COVID-19"
"1384","RS Kurnia Serang","Jl. Raya Cilegon KM 8 Kramatwatu","Tersedia 4 bed kosong IGD","tanpa antrian pasien.","11 jam","087808876896","36","3604",2021-08-15 20:59:24,"COVID-19"
"1385","RS Ibu dan Anak Permata Serdang","Jl. Waringin Kurung Rt 001 Rw 003 desa Sedang Kec. Kramatwatu","Tersedia 1 bed kosong IGD","tanpa antrian pasien.","24 jam","0254387515","36","3604",2021-08-15 20:59:24,"COVID-19"
"1386","RS Umum Trianda","Jl Medan - Tebing Tinggi Km.42,5 No.752B Desa Pasar Bengkel, Kecamatan Perbaungan, Kabupaten Serdan","Tersedia 1 bed kosong IGD","tanpa antrian pasien.","13 jam","082363526960","12","1218",2021-08-15 20:59:24,"COVID-19"
"1387","RS Umum Melati ","Jl Deli No. 105-115 Perbaungan, Serdang Bedagai","Tersedia 3 bed kosong IGD","tanpa antrian pasien.","36 jam","081260489847","12","1218",2021-08-15 20:59:24,"COVID-19"
"1388","RS Umum Pabatu","Desa Kedai Damar Kec.Tebing tinggi Kab.serdang bedagai","Bed IGD Penuh!","tanpa antrian pasien.","4 jam","081260179596","12","1218",2021-08-15 20:59:24,"COVID-19"
"1389","RS Umum Daerah Kuala Pembuang","  Jl. A.Yani No.30,Kuala Pembuang","Tersedia 5 bed kosong IGD","tanpa antrian pasien.","36 jam","053822051","62","6208",2021-08-15 20:59:26,"COVID-19"
"1390","RS Umum Daerah Nene Mallomo"," Jl. Wolter Monginsidi Pangkajene, Kab. Sidenreng Rappang","Tersedia 3 bed kosong IGD","tanpa antrian pasien.","11 jam","082332704995","73","7314",2021-08-15 20:59:27,"COVID-19"
"1391","RS Umum Daerah Arifin Numang","      Jl.Jend.  Achmad Yani No. 1 Rappang","Tersedia 2 bed kosong IGD","tanpa antrian pasien.","12 jam","085213024740","73","7314",2021-08-15 20:59:27,"COVID-19"
"1392","RS Umum Al-Islam H. M. Mawardi","Jl. Kyai Mojo No.12A Jeruk Gamping Krian Sidoarjo","Tersedia 2 bed kosong IGD","tanpa antrian pasien.","36 menit","0318973379","35","3515",2021-08-15 20:59:27,"COVID-19"
"1393","RS Umum Aisyiyah Siti Fatimah"," Jl Kenongo No. 14 Tulangan Sidoarjo","Tersedia 2 bed kosong IGD","tanpa antrian pasien.","36 menit","085817365969","35","3515",2021-08-15 20:59:27,"COVID-19"
"1394","RS Umum Siti Khodijah Muhammadiyah Cabang Sepanjan","Jl. Pahlawan No .260 Sepanjang Sidoarjo","Tersedia 10 bed kosong IGD","tanpa antrian pasien.","46 menit","08113087119","35","3515",2021-08-15 20:59:27,"COVID-19"
"1395","RS Umum Daerah Sidoarjo","Jalan Mojopahit No. 667 Sidoarjo","Tersedia 40 bed kosong IGD","tanpa antrian pasien.","2 jam","03199713119","35","3515",2021-08-15 20:59:27,"COVID-19"
"1396","RS Umum Anwar Medika ","Jl. Raya By Pass Krian KM 33 Semawut Balong Bendo Sidoarjo","Tersedia 6 bed kosong IGD","tanpa antrian pasien.","3 jam","0318974943","35","3515",2021-08-15 20:59:27,"COVID-19"
"1397","RS Umum Rahman Rahim"," Jl. Raya Saimbang No. 277 RT. 10 RW. 03 Desa Kebonagung Kecamatan Sukodono","Tersedia 8 bed kosong IGD","tanpa antrian pasien.","7 jam","0318830010","35","3515",2021-08-15 20:59:27,"COVID-19"
"1398","RS Arafah Anwar Medika Sukodono","Jl. Sawo No. 2 Dungus Sukodono","Tersedia 6 bed kosong IGD","tanpa antrian pasien.","8 jam","0318830989","35","3515",2021-08-15 20:59:27,"COVID-19"
"1399","RS Ibu dan Anak Pondok Tjandra","Jl. Mangga IE 225 Pondok Tjandra Indah","Tersedia 1 bed kosong IGD","tanpa antrian pasien.","10 jam","0318664488","35","3515",2021-08-15 20:59:27,"COVID-19"
"1400","RS Umum  Pusdik Polri Porong ","JL. RAYA PORONG NO. 1 SIDOARJO","Tersedia 2 bed kosong IGD","tanpa antrian pasien.","12 jam","0343856444","35","3515",2021-08-15 20:59:27,"COVID-19"
"1401","RS Umum Mitra Keluarga Waru","Jl. Jend. S. Parman No. 8 Waru","Tersedia 9 bed kosong IGD","tanpa antrian pasien.","13 jam","0318542111","35","3515",2021-08-15 20:59:27,"COVID-19"
"1402","RS Mitra Keluarga Pondok Tjandra","Jl. Raya Taman Asri Kav DD No 1 - 8","Tersedia 4 bed kosong IGD","tanpa antrian pasien.","14 jam","03199691111","35","3515",2021-08-15 20:59:27,"COVID-19"
"1403","RS Umum Mitra Sehat Mandiri Sidoarjo","Jl. Raya Krian- Mojosari KM 3 Tropodo Krian Sidoarjo","Tersedia 11 bed kosong IGD","tanpa antrian pasien.","32 jam","03199891626","35","3515",2021-08-15 20:59:27,"COVID-19"
"1404","RS Islam Siti Hajar Sidoarjo","Jl. Raden Patah No. 70-72 Sidoarjo","Bed IGD Penuh!","tanpa antrian pasien.","7 jam","081230113640","35","3515",2021-08-15 20:59:27,"COVID-19"
